Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00       3/3           bool __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}>::operator()<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >) [95]
[107]    0.0    0.00    0.00       3         Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}::operator()(Point, Point) const [107]
                0.00    0.00       6/12          std::pair<std::__strip_reference_wrapper<std::decay<float&>::type>::__type, std::__strip_reference_wrapper<std::decay<float&>::type>::__type> std::make_pair<float&, float&>(float&, float&) [52]
                0.00    0.00       3/6           bool std::operator< <float, float>(std::pair<float, float> const&, std::pair<float, float> const&) [73]
-----------------------------------------------
                0.00    0.00       3/3           bool __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}>::operator()<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >) [97]
[108]    0.0    0.00    0.00       3         Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}::operator()(Point, Point) const [108]
                0.00    0.00       6/12          std::pair<std::__strip_reference_wrapper<std::decay<float&>::type>::__type, std::__strip_reference_wrapper<std::decay<float&>::type>::__type> std::make_pair<float&, float&>(float&, float&) [52]
                0.00    0.00       3/6           bool std::operator< <float, float>(std::pair<float, float> const&, std::pair<float, float> const&) [73]
-----------------------------------------------
                0.00    0.00       2/2           main [11]
[109]    0.0    0.00    0.00       2         Convex::calculate_area() [109]
                0.00    0.00      16/30          std::vector<Point, std::allocator<Point> >::operator[](unsigned long) [22]
                0.00    0.00       4/52          std::vector<Point, std::allocator<Point> >::size() const [17]
                0.00    0.00       2/2           std::abs(float) [143]
-----------------------------------------------
                0.00    0.00       2/2           main [11]
[110]    0.0    0.00    0.00       2         Convex::Convex(int) [110]
                0.00    0.00       4/4           std::vector<Point, std::allocator<Point> >::vector() [89]
-----------------------------------------------
                0.00    0.00       2/2           main [11]
[111]    0.0    0.00    0.00       2         Convex::~Convex() [111]
                0.00    0.00       4/6           std::vector<Point, std::allocator<Point> >::~vector() [72]
-----------------------------------------------
                0.00    0.00       2/2           main [11]
[112]    0.0    0.00    0.00       2         Convex::get_convex_vx() const [112]
-----------------------------------------------
                0.00    0.00       1/2           void std::__insertion_sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}>) [199]
                0.00    0.00       1/2           void std::__insertion_sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}>) [198]
[113]    0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator+(long) const [113]
                0.00    0.00       2/48          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::__normal_iterator(Point* const&) [18]
-----------------------------------------------
                0.00    0.00       2/2           std::_Deque_base<Point, std::allocator<Point> >::_M_get_map_allocator() const [115]
[114]    0.0    0.00    0.00       2         std::_Deque_base<Point, std::allocator<Point> >::_M_get_Tp_allocator() const [114]
-----------------------------------------------
                0.00    0.00       1/2           std::_Deque_base<Point, std::allocator<Point> >::_M_deallocate_map(Point**, unsigned long) [169]
                0.00    0.00       1/2           std::_Deque_base<Point, std::allocator<Point> >::_M_allocate_map(unsigned long) [164]
[115]    0.0    0.00    0.00       2         std::_Deque_base<Point, std::allocator<Point> >::_M_get_map_allocator() const [115]
                0.00    0.00       2/2           std::_Deque_base<Point, std::allocator<Point> >::_M_get_Tp_allocator() const [114]
-----------------------------------------------
                0.00    0.00       2/2           Convex::findConvexHull_using_deque() [151]
[116]    0.0    0.00    0.00       2         std::reverse_iterator<std::_Deque_iterator<Point, Point&, Point*> >::operator*() const [116]
                0.00    0.00       2/42          std::_Deque_iterator<Point, Point&, Point*>::_Deque_iterator(std::_Deque_iterator<Point, Point&, Point*> const&) [20]
                0.00    0.00       2/4           std::_Deque_iterator<Point, Point&, Point*>::operator--() [84]
                0.00    0.00       2/4           std::_Deque_iterator<Point, Point&, Point*>::operator*() const [80]
-----------------------------------------------
                0.00    0.00       2/2           Convex::findConvexHull_using_deque() [151]
[117]    0.0    0.00    0.00       2         std::reverse_iterator<std::_Deque_iterator<Point, Point&, Point*> >::operator+(long) const [117]
                0.00    0.00       2/2           std::operator-(std::_Deque_iterator<Point, Point&, Point*> const&, long) [148]
                0.00    0.00       2/4           std::reverse_iterator<std::_Deque_iterator<Point, Point&, Point*> >::reverse_iterator(std::_Deque_iterator<Point, Point&, Point*>) [85]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Point, std::allocator<Point> >::vector(std::vector<Point, std::allocator<Point> > const&) [133]
[118]    0.0    0.00    0.00       2         std::vector<Point, std::allocator<Point> >::end() const [118]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >::__normal_iterator(Point const* const&) [77]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Point, std::allocator<Point> >::vector(std::vector<Point, std::allocator<Point> > const&) [133]
[119]    0.0    0.00    0.00       2         std::vector<Point, std::allocator<Point> >::begin() const [119]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >::__normal_iterator(Point const* const&) [77]
-----------------------------------------------
                0.00    0.00       2/2           Point* std::__copy_move_a2<false, Point const*, Point*>(Point const*, Point const*, Point*) [140]
[120]    0.0    0.00    0.00       2         Point* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Point const, Point>(Point const*, Point const*, Point*) [120]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Point, std::allocator<Point> >::_Vector_base(unsigned long, std::allocator<Point> const&) [123]
[121]    0.0    0.00    0.00       2         std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl::_Vector_impl(std::allocator<Point> const&) [121]
                0.00    0.00       2/6           std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl_data::_Vector_impl_data() [69]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<Point, std::allocator<Point> >::_Vector_base(unsigned long, std::allocator<Point> const&) [123]
[122]    0.0    0.00    0.00       2         std::_Vector_base<Point, std::allocator<Point> >::_M_create_storage(unsigned long) [122]
                0.00    0.00       2/12          std::_Vector_base<Point, std::allocator<Point> >::_M_allocate(unsigned long) [50]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Point, std::allocator<Point> >::vector(std::vector<Point, std::allocator<Point> > const&) [133]
[123]    0.0    0.00    0.00       2         std::_Vector_base<Point, std::allocator<Point> >::_Vector_base(unsigned long, std::allocator<Point> const&) [123]
                0.00    0.00       2/2           std::_Vector_base<Point, std::allocator<Point> >::_Vector_impl::_Vector_impl(std::allocator<Point> const&) [121]
                0.00    0.00       2/2           std::_Vector_base<Point, std::allocator<Point> >::_M_create_storage(unsigned long) [122]
-----------------------------------------------
                0.00    0.00       2/2           std::_Deque_base<Point, std::allocator<Point> >::_M_initialize_map(unsigned long) [170]
[124]    0.0    0.00    0.00       2         std::_Deque_iterator<Point, Point&, Point*>::_M_set_node(Point**) [124]
                0.00    0.00       2/9           std::_Deque_iterator<Point, Point&, Point*>::_S_buffer_size() [58]
-----------------------------------------------
                0.00    0.00       2/2           std::_Deque_base<Point, std::allocator<Point> >::_Deque_impl_data::_Deque_impl_data() [166]
[125]    0.0    0.00    0.00       2         std::_Deque_iterator<Point, Point&, Point*>::_Deque_iterator() [125]
-----------------------------------------------
                0.00    0.00       2/2           std::operator-(std::_Deque_iterator<Point, Point&, Point*> const&, long) [148]
[126]    0.0    0.00    0.00       2         std::_Deque_iterator<Point, Point&, Point*>::operator-=(long) [126]
                0.00    0.00       2/2           std::_Deque_iterator<Point, Point&, Point*>::operator+=(long) [127]
-----------------------------------------------
                0.00    0.00       2/2           std::_Deque_iterator<Point, Point&, Point*>::operator-=(long) [126]
[127]    0.0    0.00    0.00       2         std::_Deque_iterator<Point, Point&, Point*>::operator+=(long) [127]
                0.00    0.00       2/9           std::_Deque_iterator<Point, Point&, Point*>::_S_buffer_size() [58]
-----------------------------------------------
                0.00    0.00       1/2           std::_Deque_base<Point, std::allocator<Point> >::_M_deallocate_map(Point**, unsigned long) [169]
                0.00    0.00       1/2           std::_Deque_base<Point, std::allocator<Point> >::_M_allocate_map(unsigned long) [164]
[128]    0.0    0.00    0.00       2         std::__new_allocator<Point*>::~__new_allocator() [128]
-----------------------------------------------
                0.00    0.00       2/2           Point* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [141]
[129]    0.0    0.00    0.00       2         Point* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [129]
                0.00    0.00       2/2           Point* std::copy<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [145]
-----------------------------------------------
                0.00    0.00       2/2           Convex::findConvexHull_using_deque() [151]
[130]    0.0    0.00    0.00       2         std::deque<Point, std::allocator<Point> >::back() [130]
                0.00    0.00       2/4           std::deque<Point, std::allocator<Point> >::end() [86]
                0.00    0.00       2/4           std::_Deque_iterator<Point, Point&, Point*>::operator--() [84]
                0.00    0.00       2/4           std::_Deque_iterator<Point, Point&, Point*>::operator*() const [80]
-----------------------------------------------
                0.00    0.00       1/2           Convex::findConvexHull_using_deque() [151]
                0.00    0.00       1/2           std::deque<Point, std::allocator<Point> >::~deque() [182]
[131]    0.0    0.00    0.00       2         std::deque<Point, std::allocator<Point> >::begin() [131]
                0.00    0.00       2/42          std::_Deque_iterator<Point, Point&, Point*>::_Deque_iterator(std::_Deque_iterator<Point, Point&, Point*> const&) [20]
-----------------------------------------------
                0.00    0.00       2/2           Convex::findConvexHull_using_deque() [151]
[132]    0.0    0.00    0.00       2         std::deque<Point, std::allocator<Point> >::rbegin() [132]
                0.00    0.00       2/42          std::_Deque_iterator<Point, Point&, Point*>::_Deque_iterator(std::_Deque_iterator<Point, Point&, Point*> const&) [20]
                0.00    0.00       2/4           std::reverse_iterator<std::_Deque_iterator<Point, Point&, Point*> >::reverse_iterator(std::_Deque_iterator<Point, Point&, Point*>) [85]
-----------------------------------------------
                0.00    0.00       2/2           main [11]
[133]    0.0    0.00    0.00       2         std::vector<Point, std::allocator<Point> >::vector(std::vector<Point, std::allocator<Point> > const&) [133]
                0.00    0.00       2/20          std::_Vector_base<Point, std::allocator<Point> >::_M_get_Tp_allocator() const [29]
                0.00    0.00       2/52          std::vector<Point, std::allocator<Point> >::size() const [17]
                0.00    0.00       2/2           std::_Vector_base<Point, std::allocator<Point> >::_Vector_base(unsigned long, std::allocator<Point> const&) [123]
                0.00    0.00       2/10          std::__new_allocator<Point>::~__new_allocator() [54]
                0.00    0.00       2/29          std::_Vector_base<Point, std::allocator<Point> >::_M_get_Tp_allocator() [24]
                0.00    0.00       2/2           std::vector<Point, std::allocator<Point> >::end() const [118]
                0.00    0.00       2/2           std::vector<Point, std::allocator<Point> >::begin() const [119]
                0.00    0.00       2/2           Point* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*, Point>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*, std::allocator<Point>&) [142]
-----------------------------------------------
                0.00    0.00       2/2           long std::__lg<long>(long) [144]
[134]    0.0    0.00    0.00       2         int std::__bit_width<unsigned long>(unsigned long) [134]
                0.00    0.00       2/2           int std::__countl_zero<unsigned long>(unsigned long) [138]
-----------------------------------------------
                0.00    0.00       2/2           Point* std::copy<std::_Deque_iterator<Point, Point&, Point*>, Point*>(std::_Deque_iterator<Point, Point&, Point*>, std::_Deque_iterator<Point, Point&, Point*>, Point*) [206]
[135]    0.0    0.00    0.00       2         std::_Deque_iterator<Point, Point&, Point*> std::__miter_base<std::_Deque_iterator<Point, Point&, Point*> >(std::_Deque_iterator<Point, Point&, Point*>) [135]
                0.00    0.00       2/42          std::_Deque_iterator<Point, Point&, Point*>::_Deque_iterator(std::_Deque_iterator<Point, Point&, Point*> const&) [20]
-----------------------------------------------
                0.00    0.00       2/2           Point* std::__copy_move_a<false, std::_Deque_iterator<Point, Point&, Point*>, Point*>(std::_Deque_iterator<Point, Point&, Point*>, std::_Deque_iterator<Point, Point&, Point*>, Point*) [191]
[136]    0.0    0.00    0.00       2         std::_Deque_iterator<Point, Point&, Point*> std::__niter_base<std::_Deque_iterator<Point, Point&, Point*> >(std::_Deque_iterator<Point, Point&, Point*>) [136]
                0.00    0.00       2/42          std::_Deque_iterator<Point, Point&, Point*>::_Deque_iterator(std::_Deque_iterator<Point, Point&, Point*> const&) [20]
-----------------------------------------------
                0.00    0.00       2/2           Point* std::copy<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [145]
[137]    0.0    0.00    0.00       2         Point* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [137]
                0.00    0.00       4/4           Point const* std::__niter_base<Point const*, std::vector<Point, std::allocator<Point> > >(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >) [91]
                0.00    0.00       2/57          Point* std::__niter_base<Point*>(Point*) [16]
                0.00    0.00       2/2           Point* std::__copy_move_a1<false, Point const*, Point*>(Point const*, Point const*, Point*) [139]
                0.00    0.00       2/3           Point* std::__niter_wrap<Point*>(Point* const&, Point*) [102]
-----------------------------------------------
                0.00    0.00       2/2           int std::__bit_width<unsigned long>(unsigned long) [134]
[138]    0.0    0.00    0.00       2         int std::__countl_zero<unsigned long>(unsigned long) [138]
-----------------------------------------------
                0.00    0.00       2/2           Point* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [137]
[139]    0.0    0.00    0.00       2         Point* std::__copy_move_a1<false, Point const*, Point*>(Point const*, Point const*, Point*) [139]
                0.00    0.00       2/2           Point* std::__copy_move_a2<false, Point const*, Point*>(Point const*, Point const*, Point*) [140]
-----------------------------------------------
                0.00    0.00       2/2           Point* std::__copy_move_a1<false, Point const*, Point*>(Point const*, Point const*, Point*) [139]
[140]    0.0    0.00    0.00       2         Point* std::__copy_move_a2<false, Point const*, Point*>(Point const*, Point const*, Point*) [140]
                0.00    0.00       2/2           Point* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<Point const, Point>(Point const*, Point const*, Point*) [120]
-----------------------------------------------
                0.00    0.00       2/2           Point* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*, Point>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*, std::allocator<Point>&) [142]
[141]    0.0    0.00    0.00       2         Point* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [141]
                0.00    0.00       2/2           Point* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [129]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Point, std::allocator<Point> >::vector(std::vector<Point, std::allocator<Point> > const&) [133]
[142]    0.0    0.00    0.00       2         Point* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*, Point>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*, std::allocator<Point>&) [142]
                0.00    0.00       2/2           Point* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [141]
-----------------------------------------------
                0.00    0.00       2/2           Convex::calculate_area() [109]
[143]    0.0    0.00    0.00       2         std::abs(float) [143]
-----------------------------------------------
                0.00    0.00       1/2           void std::__sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point const&, Point const&)#1}>) [210]
                0.00    0.00       1/2           void std::__sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}> >(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}>) [209]
[144]    0.0    0.00    0.00       2         long std::__lg<long>(long) [144]
                0.00    0.00       2/2           int std::__bit_width<unsigned long>(unsigned long) [134]
-----------------------------------------------
                0.00    0.00       2/2           Point* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [129]
[145]    0.0    0.00    0.00       2         Point* std::copy<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [145]
                0.00    0.00       4/4           __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > > std::__miter_base<__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > > >(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >) [90]
                0.00    0.00       2/2           Point* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*>(__gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point const*, std::vector<Point, std::allocator<Point> > >, Point*) [137]
-----------------------------------------------
                0.00    0.00       1/2           __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}> __gnu_cxx::__ops::__iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}>(Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}) [157]
                0.00    0.00       1/2           __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}>::_Iter_comp_iter(Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}) [153]
[146]    0.0    0.00    0.00       2         std::remove_reference<Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}&>::type&& std::move<Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}&>(Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}&) [146]
-----------------------------------------------
                0.00    0.00       1/2           __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}> __gnu_cxx::__ops::__iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}>(Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}) [159]
                0.00    0.00       1/2           __gnu_cxx::__ops::_Iter_comp_iter<Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}>::_Iter_comp_iter(Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}) [155]
[147]    0.0    0.00    0.00       2         std::remove_reference<Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}&>::type&& std::move<Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}&>(Convex::findConvexHull_using_vector()::{lambda(Point, Point)#1}&) [147]
-----------------------------------------------
                0.00    0.00       2/2           std::reverse_iterator<std::_Deque_iterator<Point, Point&, Point*> >::operator+(long) const [117]
[148]    0.0    0.00    0.00       2         std::operator-(std::_Deque_iterator<Point, Point&, Point*> const&, long) [148]
                0.00    0.00       2/42          std::_Deque_iterator<Point, Point&, Point*>::_Deque_iterator(std::_Deque_iterator<Point, Point&, Point*> const&) [20]
                0.00    0.00       2/2           std::_Deque_iterator<Point, Point&, Point*>::operator-=(long) [126]
-----------------------------------------------
                0.00    0.00       1/1           main [11]
[149]    0.0    0.00    0.00       1         run_convexHull_deque(Convex&) [149]
                0.00    0.00       1/1           Convex::findConvexHull_using_deque() [151]
-----------------------------------------------
                0.00    0.00       1/1           main [11]
[150]    0.0    0.00    0.00       1         run_convexHull_vector(Convex&) [150]
                0.00    0.00       1/1           Convex::findConvexHull_using_vector() [152]
-----------------------------------------------
                0.00    0.00       1/1           run_convexHull_deque(Convex&) [149]
[151]    0.0    0.00    0.00       1         Convex::findConvexHull_using_deque() [151]
                0.00    0.00       6/30          std::vector<Point, std::allocator<Point> >::operator[](unsigned long) [22]
                0.00    0.00       4/4           std::deque<Point, std::allocator<Point> >::size() const [81]
                0.00    0.00       4/4           std::deque<Point, std::allocator<Point> >::push_back(Point const&) [87]
                0.00    0.00       2/23          std::vector<Point, std::allocator<Point> >::end() [27]
                0.00    0.00       2/13          std::vector<Point, std::allocator<Point> >::begin() [45]
                0.00    0.00       2/2           std::deque<Point, std::allocator<Point> >::back() [130]
                0.00    0.00       2/2           std::deque<Point, std::allocator<Point> >::rbegin() [132]
                0.00    0.00       2/2           std::reverse_iterator<std::_Deque_iterator<Point, Point&, Point*> >::operator+(long) const [117]
                0.00    0.00       2/2           std::reverse_iterator<std::_Deque_iterator<Point, Point&, Point*> >::operator*() const [116]
                0.00    0.00       2/22          Convex::orientation(Point, Point, Point) [28]
                0.00    0.00       1/52          std::vector<Point, std::allocator<Point> >::size() const [17]
                0.00    0.00       1/1           __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > > std::min_element<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Convex::findConvexHull_using_deque()::{lambda(Point, Point)#1}) [189]
                0.00    0.00       1/72          __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >::operator*() const [15]
                0.00    0.00       1/1           void std::sort<__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}>(__gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, __gnu_cxx::__normal_iterator<Point*, std::vector<Point, std::allocator<Point> > >, Convex::findConvexHull_using_deque()::{lambda(Point const&, Point const&)#1}) [207]
                0.00    0.00       1/1           std::deque<Point, std::allocator<Point> >::deque() [181]
                0.00    0.00       1/4           std::deque<Point, std::allocator<Point> >::end() [86]
                0.00    0.00       1/2           std::deque<Point, std::allocator<Point> >::begin() [131]
                0.00    0.00       1/1           void std::vector<Point, std::allocator<Point> >::assign<std::_Deque_iterator<Point, Point&, Point*>, void>(std::_Deque_iterator<Point, Point&, Point*>, std::_Deque_iterator<Point, Point&, Point*>) [188]
                0.00    0.00       1/1           std::deque<Point, std::allocator<Point> >::~deque() [182]
-----------------------------------------------
                0.00    0.00       1/1           run_convexHull_vector(Convex&) [150]
[152]    0.0    0.00    0.00       1         Convex::findConvexHull_using_vector() [152]
                0.00    0.00       8/30          std::vector<Point, std::allocator<Point> >::operator[](unsigned long) [22]
                0.00    0.00       7/52          std::vector<Point, std::allocator<Point> >::size() const [17]
                0.00    0.00       4/4           std::vector<Point, std::allocator<Point> >::push_back(Point const&) [88]
                0.00    0.00       2/23          std::vector<Point, std::allocator<Point> >::end() [27]
                0.00    0.00       2/13          std::vector<Point, std::allocator<Point> >::begin() [45]
                0.00    0.00       2/10          std::vector<Point, std::allocator<Point> >::back() [55]
                0.00    0.00       2/22          Convex::orientation(Point, Point, Point) [28]
